rainfall,temperature,humidity,river_level,risk_level
218.5430534813131,24.62832322096549,55.70234102415436,7.054326947880082,Medium
477.8214378844623,33.54752368445895,54.81872794431999,8.170132574722352,High
379.3972738151323,41.82364589691021,94.3752748312622,3.254211089132491,Medium
319.3963178886665,38.305622160239025,54.972771990970365,6.6238668964629905,Medium
120.20838819909643,40.16402869653624,56.316983567717855,6.145713848293738,Low
120.1975341512912,36.469584167767934,85.56389574507782,8.495473391094439,Low
76.13762547568976,37.306914112946316,66.9843905470324,9.154783544331345,Low
439.7792655987208,41.22989128913298,86.60263341731087,1.1094109432964814,Medium
320.50175528444396,26.241700221479647,43.92196945386311,7.066179271529134,Medium
368.63266000822045,32.23562409107851,69.25427162040306,1.4665221920775613,Medium
59.263022433111104,25.530236045490057,42.016816010996955,5.939727985696203,Low
486.45943347289744,44.69170019991617,43.75919220732127,3.588694561393104,Medium
424.59918836018977,43.60148349216533,94.38624720066466,3.760989395699271,Medium
145.55259980522428,20.98567028421265,48.354722267055706,4.176626531071209,Low
131.82123524319528,37.63937931289221,71.94524093651303,6.591632041446491,Low
132.53202943404523,43.13120793539164,64.66573615604239,4.006449691018923,Low
186.90900933179196,24.51438362818334,60.84059957553056,7.594291455312524,Low
286.140394234507,34.198630763815736,93.99000074123634,4.640746470164827,Medium
244.3752583889521,42.887207439701044,41.30940380652937,1.6151788027896274,Medium
181.05311308911885,20.84864946464497,79.82738117053535,8.053838582356965,Low
325.33380262507075,37.435506681171,97.80366605281303,3.571824921334354,Medium
112.77223729341883,27.43372518431377,73.61009100771051,4.894901916393364,Low
181.46509184084817,43.10990488441326,96.20934772198551,7.168994948997113,Low
214.86282948216126,44.27645612913419,43.13547275716142,3.992105414338408,Medium
255.23149289766616,43.60666222783585,65.12759914444968,1.5092709053204407,Medium
403.3291826268561,31.855355416436595,55.60946745772307,4.365289423115322,Medium
139.85320197126188,41.55106627473283,83.84925789884379,9.50003724424873,Low
281.4054972861252,41.11373496337676,98.8778254298348,6.775609575687024,Medium
316.5865559879191,27.97751183108139,55.39180374665487,7.043312338004863,Medium
70.90268572399897,40.72288685376694,79.25047608844446,6.690539382738758,Low
323.39518335564725,20.925190867887316,51.88585796558441,2.7909292506349312,Medium
126.73585565928119,34.90674696205133,73.9198152742966,4.765004776920521,Low
79.27321684337578,25.750220932192576,67.83594920130017,7.758458185269864,Low
476.99849176399994,23.01417214443197,98.32031977789222,1.9123560779784323,Medium
484.53441488355173,21.92383004073023,76.51163636178799,3.5006749848074104,Medium
413.7788066524075,37.407219396953494,60.97038232520913,3.4868719761926825,Medium
187.07619612801682,28.49687409420165,46.845747093276,4.888170348350554,Low
93.95245130287273,38.11916928821904,49.07480972409607,9.823318668479665,Low
357.9048619304706,21.63390851997356,53.519015797074104,1.6075229201543975,Medium
248.06862218282058,27.88225844576526,55.05799968041788,5.668308949425355,Medium
104.91720568015047,33.48728230938343,91.03696347046827,2.614282138109894,Low
272.8296095500716,39.76807912097409,73.6733672969515,9.736088908687698,Medium
65.47483450184828,27.968812573301747,71.40345468246198,2.019731542547178,Low
459.1941809354519,35.647284410925224,46.88613231215305,4.632409021254321,Medium
166.4509917200076,42.14944370590467,91.6083816009661,7.6409648635114555,Low
348.1350279592919,35.39657970455762,83.36885819250902,7.340989852247008,Medium
190.26998424023492,25.823986868840844,44.0601017140001,4.8045577320453905,Low
284.0306095300149,20.610019538913452,82.47010583378612,4.118717511574464,Medium
296.01962570447586,41.752471847523246,72.61229304055877,4.578511406975835,Medium
133.18450498648718,20.531735271259677,44.9035207448067,3.3784863684277537,Low
486.31308249405134,41.867541817104986,67.49803849171938,2.847996448361198,Medium
398.80977051250153,33.2234283506803,69.08177722780282,5.34735727803001,Medium
472.7745237038851,43.476692462822406,49.94647240979654,3.416803804608466,Medium
452.67230769244196,39.96958089434163,96.74188882001694,3.587154984075251,Medium
319.0549904649883,44.94835276333343,90.99852228883972,6.910804571271013,Medium
464.84340576040256,28.767795386292754,80.1413402397465,9.71683598529903,High
89.82162592336377,39.17970722327817,67.73773366003644,6.432734805034376,Low
138.19228808861533,30.048272840231053,64.70593249507051,1.6928152035846966,Low
70.35228000974213,31.99689050759772,79.05840802905725,1.680252524686603,Low
196.39864884346895,35.687636580459255,72.72591216441432,9.562808987610094,Low
224.9047803602669,41.841927854658465,43.73638635291314,3.6756171127660027,Medium
172.10706429825316,44.602086729982375,70.75015892621991,1.828602874742279,Low
422.9318791183682,39.206835346612955,88.38421703397037,6.391401284353434,Medium
210.53899701211517,30.444169554183343,67.55439265581748,6.612839004612395,Medium
176.42052935932134,30.533925056926755,43.117394653256106,6.836543381068194,Low
294.21323742121183,38.43955753972229,87.17669196304199,3.4066182507178717,Medium
113.41590123864319,25.969428644207557,52.08182692815846,1.1359961579302753,Low
410.98864133931784,22.761852828284866,55.51725009328233,9.685138325090247,High
83.54778965589688,28.865553941019414,49.882381205937754,3.2580374112199224,Low
494.0991214702328,27.180974791352043,59.81290389228985,7.084236592472927,High
397.51014618349586,27.407703011399754,85.4050903413181,7.3596688289083865,High
139.4220566903776,25.840193776247748,71.16315157023624,6.490066753715372,Low
52.48495270562108,21.052329740909048,52.29287644904275,3.816166547922834,Low
416.95764280467534,20.446848368335345,92.66980468912246,3.439866283876592,Medium
368.0858047314277,44.69305974340079,92.77491129709175,6.379014544324328,Medium
378.0532256184443,30.694328343396556,92.23470550276042,8.794860702505224,High
397.0716560086756,29.608166178992043,54.32777268289236,9.52060356031056,High
83.32009328034067,36.99118206732675,67.07436065085929,1.9531522396338188,Low
211.30957784492267,25.456347196626602,99.0993793684525,2.3934575133794787,Medium
102.14107678630837,43.749029598755634,86.32074857859942,9.502626329047716,Low
438.3965416440171,39.6586253603888,41.63004527353359,7.628817055013133,High
330.48415707240105,22.235275057806486,43.91227547562952,8.946944423467958,Medium
198.90411118369212,30.43951939462321,67.83588260873996,2.8236937072180885,Low
78.60125762871064,41.97795768905412,94.55321235169362,6.288272839984617,Low
189.94204477204798,43.61830055728525,72.32210787716285,7.310256349757263,Low
196.33249491203617,31.68503778124674,69.86875048205741,7.121006969022754,Low
378.32278025212884,35.335284730267695,46.32842199739783,4.673365217800283,Medium
336.9008621098459,24.17584865230188,79.40680628345764,1.1385540252217763,Medium
449.24573415934697,44.779215653424416,89.32618963601354,6.246334511238368,Medium
262.4967163228772,25.791792534586087,62.825200450453735,3.2779138526164786,Medium
103.81741067223577,43.56829435337814,86.53671105551965,5.052288215286013,Low
370.9601542503477,36.24116622480921,97.8685992340487,9.618229135754357,High
392.35327187760385,35.19341987197148,52.22598754766135,4.591317858781912,Medium
302.5747389062733,32.81721277541271,71.39977787168448,8.55821445997984,Medium
396.93523097955244,25.766745292943966,57.22827748507453,2.6968654517432604,Medium
272.20801836397584,24.41320080013771,87.57126514203037,7.052144482225259,Medium
285.2297732218973,25.512155226754384,74.65560195286946,9.793062589950491,Medium
242.39345826134732,24.66095655360636,78.07494505301823,1.917037907856431,Medium
61.43860703484283,39.48961183916883,87.87484957695364,1.074879480044728,Low
98.551142146987,28.753131479168253,63.75822835974729,4.902245133693529,Low
64.14313355903042,21.44606691408491,94.90540410442259,1.8336293474623049,Low
336.3846850687012,44.22756575352028,71.9817320347684,7.7354591470860825,Medium
191.460191484347,42.09464712408564,49.47728937012088,9.23093797463703,Low
278.85681102411627,43.19380707988032,81.75394709012815,4.90618875437883,Medium
458.40491326674186,44.872695566160886,87.59568102629527,3.3284047793989684,Medium
162.18150311699372,24.347381230487184,59.0057006240516,4.909629871059488,Low
234.6723153660334,29.90605047256647,91.43075541992518,7.511030360650009,Medium
389.9980123443719,38.95596189260228,94.36859528594599,1.0814874542233388,Medium
152.9591744712301,37.4005154513448,56.614269242668534,6.305085905362275,Low
84.64095942295685,23.847397658496376,99.01128836291332,6.519625163986412,Low
180.38815381119562,40.395828124765444,48.442691682925506,6.73919422206342,Low
122.54957926430198,25.61101429591652,52.1209401041494,3.178198719827895,Low
468.36394355415786,25.595440370565576,51.053490354281564,7.426474510403141,High
413.65417080398765,33.42436057233534,93.63938260047223,1.8225233769859877,Medium
335.03169042969057,34.823498371042575,79.2575531394977,2.7934330282012074,Medium
442.15726558447295,34.50215519594528,49.12625699333637,8.897230419890338,High
411.6524346046015,22.287170934943873,66.41940510210094,7.648508356539097,High
133.95652649871613,41.936521565759506,76.91788150418813,1.1237099861021074,Low
451.65154932049,26.64000106471765,45.007845099362996,3.235386343328202,Medium
292.7040088620428,23.237873032070105,92.94498210444033,2.929658346938481,Medium
413.34806982382815,42.218701996724434,88.21621212649211,3.437256952332753,Medium
453.24108496557193,43.891287455743836,70.31240641459829,3.2280379325189776,Medium
193.10156373733875,41.55319043163627,98.02759691555022,1.5627366616856118,Low
99.52336603745454,40.23790186812195,65.06565875650598,5.130464649371383,Low
152.57082314387375,36.38104951597555,99.04661914218987,7.594601273075487,Low
242.19850488181535,33.77143426522848,80.07519992821761,6.4605855224569275,Medium
418.1066446651219,22.174668997785254,78.0802763952365,7.055845017382718,High
437.32876246535454,30.211330326767467,49.9572937177471,1.7303426068261523,Medium
53.128458739035814,29.31721292530785,92.91566549827864,9.563416391591085,Low
279.8362861599046,26.493844594008156,65.6493812752369,8.546426504587224,Medium
237.83495141695056,38.08550284221462,49.734004346948765,8.245812866460964,Medium
149.9485147118286,32.396893376969274,40.75645119854554,8.406854245375907,Low
103.93941530015726,22.0261553976912,73.58534101830296,9.394394573194852,Low
201.9268271316326,25.504580048745282,71.64397732736057,5.898285695023279,Medium
474.3093667606336,37.08146909148989,83.16121734214951,2.8025381608086333,Medium
195.44131940933985,21.903271487257506,93.41548318106813,6.551052470672871,Low
283.45577978451473,41.28017285121922,44.76439507858177,7.685933443011451,Medium
366.35853150283003,32.37866317534936,83.88978942042175,7.6412565401862285,High
213.63332107068229,32.0146644331662,51.244716645854936,5.693041217501921,Medium
487.3019372244323,34.81019461648794,91.49062318942984,1.6161284740022026,Medium
483.1012827239501,40.61702414812873,89.14381083169937,4.34001644587115,Medium
163.30203312141387,28.695230197554828,72.44762529913265,9.286899476170216,Low
273.7618276515734,36.95040381397659,82.61456791739869,6.260040187816834,Medium
185.39523941754635,34.143299099894776,58.861006791024906,5.84498748930142,Low
178.17822246986043,26.675706754235534,68.27007393596888,3.419681629439742,Low
66.59912630953976,41.96574965887895,89.2982138626283,4.31604027924921,Low
324.3039502909536,39.9356505401732,67.55591183039283,9.058114802378523,Medium
276.2055604529877,36.46129586646064,61.46789591952651,6.998167427741522,Medium
73.16543806249521,41.26454322735604,69.652746835018,8.086483240770995,Low
